ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Abundancia (ind/m3),Biomasa                       (mg C/m3),Peso             (g),Talla (mm),Nombre común,Hábitat,Dominio,Referencia,Enlace
369,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus ,Lagenorhynchus_cruciger,,,,,Delfín cruzado,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
370,Arthropoda ,Malacostraca,Euphausiacea,NA,NA,Euphausiacea*,,,,,Krill,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
371,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_physalus,,,,,"rorcual común, COMMON RORQUAL",,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
372,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_borealis,,,,,"rorcual mediano, COALFISH WHALE",,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
373,Chordata,Mammalia ,Cetartiodactyla ,Balaenidae,Eubalaena,Eubalaena_australisa,,,,,Ballena franca asutral,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
374,Chordata,Mammalia ,Cetartiodactyla ,Physeteridae,Physeter,Physeter_macrocephalus,,,,,Cachalote,Pelágico,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
375,Chordata,Mammalia ,Cetartiodactyla ,Delphinidae ,Orcinus,Orcinus_orcaa,,,,,Orca,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
376,Chordata,Mammalia ,Cetartiodactyla ,Delphinidae ,Globicephala,Globicephala_melasa,,,,,Delfín calderón,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
377,Chordata,Mammalia ,Cetartiodactyla ,Delphinidae ,Lissodelphis,Lissodelphis_peroniia,,,,,Delfín liso del sur,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
378,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_australis,,,,,Delfín Austral,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
379,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_cruciger,,,,,Delfín cruzado,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
380,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,,,,,Delfín oscuro,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
381,Chordata,Mammalia,Artiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_commersonii,,,,,Tonina overa,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
382,Chordata,Mammalia,Artiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_eutropia,,,,,Delfín chileno,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
383,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,Delphinus_delphis,,,,,Delfín común,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
384,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,Tursiops_truncatus,,,,,Delfín nariz de botella,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
385,Chordata,Mammalia ,Cetartiodactyla ,Ziphiidae ,Hyperoodon,Hyperoodon_planifronsa,,,,,Delfín nariz de botella del sur,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
386,Chordata,Mammalia ,Cetartiodactyla ,Ziphiidae ,Berardius,Berardius_arnuxii,,,,,Delfín picudo de Arnoux,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
387,Chordata,Mammalia ,Cetartiodactyla ,Ziphiidae ,Ziphius,Ziphius_cavirostris,,,,,Ballena de Cuvier,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
388,Chordata,Actinopteri,Myctophiformes,Myctophidae ,NA,Myctophidae* ,,,,,,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
389,Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala_melas_edwardii,,,,,Calderón común,"CCH, CB",,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
390,Mollusca,Cephalopoda ,Oegopsida ,Onychoteuthidae ,Onykia,Onykia_ingens,,,,,Calamar anzuelo mayor,"CCH, CB",,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
391,Mollusca,Cephalopoda ,Oegopsida ,Ommastrephidae,Martialia,Martialia_hyadesi,,,,,Calamar volador,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
392,Mollusca,Cephalopoda ,Oegopsida ,Chiroteuthidae ,Chiroteuthis,Chiroteuthis_veranyi,,,,,Calamar de brazos largos,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
393,Mollusca,Cephalopoda ,Myopsida,Loliginidae ,Doryteuthis,Doryteuthis_gahi,,,,,Calamar patagónico,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
394,Mollusca,Cephalopoda ,Oegopsida ,Ommastrephidae ,llex,Ilex_argentinus,,,,,Calamar o Pota argentina,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
395,Mollusca,Cephalopoda ,Octopoda,Enteroctopodidae,Enteroctopus,Enteroctopus_megalocyathus,,,,,Pulpo rojo patagónico,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
396,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_hubbsi,,,,,Merluza Argentina,Demersal,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
397,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_australis,,,,,Merluza austral,Demersal,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
398,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Macruronus,Macruronus_magellanicus,,,,,Merluza de cola,Demersal,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
399,Chordata,Actinopteri ,Gadiformes ,Moridae,Salilota,Salilota_australis,,,,,Bacalao criollo,Pelágico,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
400,Chordata,Actinopteri ,Gadiformes ,Gadidae ,Micromesistius,Micromesistius_australis,,,,,Bacaladilla,Pelágico,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
401,Chordata,Actinopteri ,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,,,,,Merluza negra,Demersal,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
402,Chordata,Actinopteri ,Perciformes,Bovichtidae ,Cottoperca,Cottoperca_trigloides,,,,,Pez piedra,Demersal,CB,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
403,Chordata,Actinopteri ,Perciformes,Zoarcidae,Iluocoetes,Iluocoetes_fimbriatus,,,,,,Demersal,"CB, CCH","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
404,Mollusca,Cephalopoda ,Oegopsida,Ommastrephidae,Martialia,Martialia_hyadesi,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
405,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae,Galiteuthis,Galiteuthis_glacialis,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
406,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae,Taonius,Taonius*,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
407,Mollusca,Cephalopoda ,Oegopsida,Histioteuthidae ,Histioteuthis,Histioteuthis_eltaninae,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
408,Mollusca,Cephalopoda ,Oegopsida,Histioteuthidae ,Histioteuthis,Histioteuthis_atlantica,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
409,Mollusca,Cephalopoda ,Oegopsida,Neoteuthidae ,Alluroteuthis,Alluroteuthis_antarcticus,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
410,Mollusca,Cephalopoda ,Oegopsida,Onychoteuthidae,Kondakovia,Kondakovia_longimana,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
411,Mollusca,Cephalopoda ,Oegopsida,Onychoteuthidae,Filippovia,Filippovia_knipovitchi,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
412,Mollusca,Cephalopoda ,Sepiida,Sepiolidae ,Semirossia,Semirossia_tenera,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
413,Mollusca,Cephalopoda ,Oegopsida,Gonatidae,Gonatus,Gonatus_antarcticus,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
414,Chordata,Actinopteri ,Perciformes,Gonatidae,Gobionotothen,Gobionotothen_gibberifrons,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
415,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Chaenocephalus,Chaenocephalus_aceratus,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
416,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Chaenocephalus,Chaenocephalus_gunnari,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
417,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Chionodraco,Chionodraco_rastrospinosus,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
418,Chordata,Actinopteri ,Perciformes,Nototheniidae,Lepidonotothen,Lepidonotothen_kempi,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
419,Chordata,Actinopteri ,Perciformes,Nototheniidae,Nototheniops,Nototheniops_larseni,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
420,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Pseudochaenichthys,Pseudochaenichthys_georgianus,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
421,Chordata,Actinopteri ,Perciformes,Nototheniidae,Patagonotothen ,Patagonotothen_ramsayi,,,,,,,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
422,Chordata,Actinopteri ,Perciformes,Bovichtidae ,Cottoperca,Cottoperca_trigloides,,,,,Pez piedra,Demersal,CB,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
423,Chordata,Actinopteri ,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,,,,,Merluza negra,Demersal,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
424,Chordata,Actinopteri ,Gadiformes ,Moridae,Salilota,Salilota_australis,,,,,Bacalao criollo,Pelágico,,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
425,Chordata,Actinopteri ,Perciformes,Nototheniidae,Patagonotothen,Patagonotothen_guntheri,,,,,Róbalo,Bentopelágico,"CCH, CB","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
426,Chordata,Petromyzonti,Petromyzontiformes,Geotriidae ,Geotria,Geotria_australis,,,,,Lamprea de boca ancha,Demersal,CCH,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
427,Mollusca,Cephalopoda ,Myopsida,Loliginidae ,Doryteuthis,Doryteuthis_gahi,,,,,Calamar patagónico,Pelágico,"CCH, CCA","Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
428,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_physalus,,,,,"rorcual común, COMMON RORQUAL",,,"Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
429,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Megaptera,Megaptera_novaeangliae,,,,,Ballena jorobada,Pelágico,"CCH, CCA","Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
430,Arthropoda,Malacostraca,Euphausiacea ,Euphausiidae ,Euphausia,Euphausia_superba,,,,,Krill,Planctónico,"CCA, CCH","Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
431,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_bonaerensis,,,,,Rorcual austral,Pelágico,CCA,"Alvarez, F., & Orgeira, J. L. (2022). Krill finder: spatial distribution of sympatric fin (Balaenoptera physalus) and humpback (Megaptera novaeangliae) whales in the Southern Ocean. Polar Biology, 45(8), 1427-1440.",https://doi.org/10.1007/s00300-022-03080-x
432,Chordata,Actinopterygii,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,,,,,"Sardina fueguina, Fuegian sprat",Pelágico,"CCH, CB","Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
433,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,,,,,Merluza negra,Demersal,CCA,"Sistema de Información de Biodiversidad (SIB), Administración de Parques Nacionales. Accedido  21/11/2022",https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
